"Rhoto.Ac.1"	"Rhoto.Ac.2"	"Rhoto.Ac.3"	"Rhoto.Glc.1"	"Rhoto.Glc.2"	"Rhoto.Glc.3"	"Rhoto.So.1"	"Rhoto.So.2"	"Rhoto.So.3"	"Rhoto.Xyl.1"	"Rhoto.Xyl.2"	"Rhoto.Xyl.3"	"Rhoto.YP.1"	"Rhoto.YP.2"	"Rhoto.YP.3"
"mRNA_3611"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mRNA_3612"	1301	801	1567	1319	619	540	1389	1428	1375	780	970	717	2972	2576	1241
"mRNA_3613"	1068	1038	974	1000	775	703	987	1055	1143	874	950	820	1350	1198	969
"mRNA_3614"	2127	2774	2580	4010	3765	2604	3149	3441	3973	2899	3423	3402	2770	2806	2622
"mRNA_3615"	3299	2626	3460	4135	3571	2861	4073	4618	4664	3036	3352	2964	4355	3685	3843
"mRNA_3616"	594	471	532	519	558	451	601	703	690	572	605	559	663	567	554
"mRNA_3617"	255	339	394	309	403	323	592	478	623	113	153	180	423	465	433
"mRNA_3618"	217	229	216	406	337	291	277	356	410	280	278	226	302	235	247
"mRNA_3619"	117	178	121	267	212	191	183	157	202	141	177	129	213	199	211
"mRNA_3620"	22	10	18	7	5	7	9	30	27	0	4	2	19	19	23
"mRNA_3621"	4935	5600	5294	883	1531	862	5373	5044	6263	1622	1726	1636	2155	2484	571
"mRNA_3622"	110	161	222	548	1349	963	1934	1830	2855	11973	13287	15959	1497	1897	1082
"mRNA_3623"	575	782	864	1138	1118	740	1324	1453	1841	853	1230	1252	957	1037	833
"mRNA_3624"	17	36	37	237	185	143	51	61	88	82	93	92	47	49	51
"mRNA_3625"	5346	4879	4914	2153	1498	1094	4276	5507	6892	4202	3915	3575	5658	4422	2794
"mRNA_3626"	281	288	466	1546	1384	873	1225	1642	2147	1597	1712	1817	1760	1517	713
"mRNA_3627"	551	730	732	1512	1008	786	908	1050	1320	1042	1237	1251	519	588	403
"mRNA_3628"	190	240	252	352	304	197	347	400	504	334	351	335	283	261	183
"mRNA_3629"	40	39	74	140	101	71	178	158	226	143	136	116	152	71	103
"mRNA_3630"	17	17	34	20	33	21	47	36	49	25	12	35	70	61	38
"mRNA_3631"	70	63	62	86	90	57	170	103	167	128	113	99	173	149	150
"mRNA_3632"	199	216	322	376	370	281	602	552	896	357	484	450	555	519	597
"mRNA_3633"	67	72	109	227	214	185	275	233	274	93	154	169	188	146	128
"mRNA_3634"	16	21	20	95	34	55	30	41	47	22	26	26	54	36	79
"mRNA_3635"	1	0	1	2	2	0	1	0	2	1	1	0	2	1	5
"mRNA_3636"	2527	2797	2461	2728	2552	2063	3128	4159	4004	2256	2600	2348	4081	3537	3614
"mRNA_3637"	385	436	431	375	282	247	429	492	626	439	411	406	547	489	428
"mRNA_3638"	709	832	1048	684	919	704	1926	1847	2577	783	1043	1122	1806	2097	1740
"mRNA_3639"	2987	2852	3676	2706	3159	2199	2162	2045	2745	2304	2769	2686	1576	1412	1175
"mRNA_3640"	62	83	66	75	71	71	69	55	82	65	65	47	84	91	56
"mRNA_3641"	530	653	674	664	715	539	657	932	1340	578	547	545	781	761	563
"mRNA_3642"	442	445	418	410	447	383	410	413	549	396	409	395	591	516	437
"mRNA_3643"	466	824	1069	2033	1608	1679	2087	1761	3661	868	1074	1476	1234	1593	1019
"mRNA_3644"	137	124	192	289	217	254	95	81	139	509	292	314	86	96	77
"mRNA_3645"	1316	1516	1503	1901	1695	1731	1242	1209	1721	1112	1204	1118	1831	1687	1640
"mRNA_3646"	77	98	147	188	188	194	145	99	225	62	55	96	130	145	129
"mRNA_3647"	6	0	3	19	31	25	3	6	4	8	11	11	11	16	10
"mRNA_3648"	323	308	246	322	318	289	298	362	444	340	258	237	469	337	293
"mRNA_3649"	1181	1298	1617	2643	2098	1691	1849	1972	2530	1688	2068	2019	1784	1639	1279
"mRNA_3650"	108	137	146	46	99	59	170	208	252	143	114	118	344	238	351
"mRNA_3651"	538	469	557	833	790	662	568	705	683	649	734	551	922	702	692
"mRNA_3652"	953	873	932	895	537	401	1267	1513	1794	753	828	676	1576	1227	973
"mRNA_3653"	583	798	766	716	622	456	1150	1338	1904	1010	1076	1131	1424	1265	858
"mRNA_3654"	243	212	337	132	103	60	254	344	420	142	103	114	440	323	633
"mRNA_3655"	102	155	222	94	135	117	571	516	949	207	287	525	401	487	414
"mRNA_3656"	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
"mRNA_3657"	42	76	127	38	86	57	327	286	420	195	258	293	245	303	275
"mRNA_3658"	315	428	304	683	377	389	370	348	626	323	378	269	581	452	432
"mRNA_3659"	1	3	0	10	4	6	1	3	4	5	2	0	2	6	8
"mRNA_3660"	640	433	687	1682	949	1219	1104	1154	1963	817	875	726	2338	1542	2998
"mRNA_3661"	3	7	3	1	5	2	1	4	8	8	4	7	8	1	7
"mRNA_3662"	78	120	96	107	86	79	141	135	192	95	85	65	150	88	123
"mRNA_3663"	8553	7571	8195	4906	4849	3340	2012	2340	2298	3022	3081	2900	1775	2087	1105
"mRNA_3664"	285	395	231	455	496	323	194	283	310	319	319	295	312	291	158
"mRNA_3665"	746	1268	1099	1095	1278	954	1502	1709	2528	1061	1203	1178	1284	1240	1490
"mRNA_3666"	4762	5677	6424	5324	4527	3291	7273	7433	9244	4012	5770	5961	4923	5250	4435
"mRNA_3667"	566	483	608	782	652	536	1113	1445	1543	719	785	737	987	1045	782
"mRNA_3668"	689	995	1200	1161	1137	787	2177	2038	3207	1029	1267	1547	1835	2011	1812
"mRNA_3669"	6	10	13	5	6	7	14	16	17	3	6	7	28	25	25
"mRNA_3670"	1244	1256	1443	1859	1775	1426	1600	2015	1936	1312	1471	1261	2995	2300	1903
"mRNA_3671"	821	640	828	1163	955	1038	551	662	701	967	1116	1070	977	921	852
"mRNA_3672"	98	87	96	87	80	50	70	77	108	74	66	88	117	88	79
"mRNA_3673"	11	15	17	20	25	22	11	15	32	5	15	10	17	10	16
"mRNA_3674"	4568	13707	11818	7361	5853	4461	47036	44925	54711	10897	13435	14747	27245	25095	20207
"mRNA_3675"	0	0	0	3	12	5	7	2	3	3	4	8	13	14	9
"mRNA_3676"	0	0	3	1	1	0	13	2	15	2	1	1	2	7	12
"mRNA_3677"	587	549	943	1637	1551	1297	1357	1124	2045	913	1176	1229	1090	1225	1027
"mRNA_3678"	347	283	248	507	453	400	191	251	303	355	412	293	305	248	253
"mRNA_3679"	171	255	207	439	461	298	619	682	685	521	582	489	875	622	465
"mRNA_3680"	75	78	151	166	158	130	149	161	255	170	210	205	259	229	185
"mRNA_3681"	137	114	130	16	5	2	24	55	55	9	8	9	116	113	88
"mRNA_3682"	798	1448	1842	3173	2571	2923	3415	2678	5981	954	1261	1809	1614	2437	2116
"mRNA_3683"	494	456	449	493	530	287	1010	1090	1110	579	622	517	1234	888	764
"mRNA_3684"	525	397	672	553	783	555	1107	1098	1285	633	687	717	1007	985	1106
"mRNA_3685"	1211	1536	1312	1926	1715	1493	1463	1879	2213	1351	1507	1300	2728	2280	1956
"mRNA_3686"	48	45	79	107	124	69	793	687	783	485	636	590	993	665	773
"mRNA_3687"	461	442	493	510	416	427	490	597	610	524	568	521	834	679	658
"mRNA_3688"	816	860	841	678	566	445	667	668	686	698	713	616	767	704	649
"mRNA_3689"	127	140	217	138	315	197	191	219	336	447	530	467	320	329	259
"mRNA_3690"	42	49	40	14	22	11	45	67	112	32	31	23	68	35	54
"mRNA_3691"	958	1296	1966	1486	1395	1185	2490	2011	3730	1018	1369	1732	2740	3216	2238
"mRNA_3692"	0	0	0	1	0	0	0	1	4	3	0	3	3	7	6
"mRNA_3693"	27	54	38	33	57	25	278	319	352	405	478	439	429	311	95
"mRNA_3694"	177	246	292	107	66	99	1128	1054	1164	575	638	655	1403	1368	1543
"mRNA_3695"	1345	1033	1281	603	586	398	830	1039	978	490	551	484	815	951	740
"mRNA_3696"	913	584	652	759	628	573	749	630	772	529	598	547	539	620	627
"mRNA_3697"	336	291	491	1777	2951	2572	364	557	819	808	987	1029	975	1358	434
"mRNA_3698"	111	116	118	241	301	250	85	123	150	173	142	137	240	252	99
"mRNA_3699"	776	779	627	761	928	673	531	802	744	631	667	483	1003	735	632
"mRNA_3700"	1050	1071	917	1243	1244	1068	1108	1234	1472	993	1070	804	1598	1201	1356
"mRNA_3701"	23	45	38	64	45	50	30	30	36	37	37	30	49	41	52
"mRNA_3702"	76	88	132	243	559	346	162	194	345	687	813	794	736	571	242
"mRNA_3703"	2187	1793	2266	2241	3362	3296	1736	1646	2014	2206	2228	2493	4234	3319	10282
"mRNA_3704"	658	637	666	451	384	268	732	753	953	821	821	698	1132	863	1024
"mRNA_3705"	4	1	2	4	5	1	2	1	2	3	11	2	0	3	3
"mRNA_3706"	863	1122	1254	2943	2029	2084	1950	2045	3878	1728	2105	2228	1291	1425	1360
"mRNA_3707"	1337	1032	1280	1148	1182	962	1323	1258	1592	1699	1617	1351	2263	1785	1851
"mRNA_3708"	31	62	84	93	78	71	77	54	56	39	46	62	146	94	84
"mRNA_3709"	1514	1890	2092	250	272	223	5391	4445	4170	306	480	417	9267	5870	6716
"mRNA_3710"	394	249	369	284	348	233	260	308	306	323	354	281	427	355	356
"mRNA_3711"	253	275	314	221	252	194	179	260	314	183	265	240	298	262	288
"mRNA_3712"	1673	1358	1887	2148	1740	1230	1324	1635	1748	1252	1664	1640	1229	1256	900
"mRNA_3713"	1843	1419	1971	2097	1907	1366	1516	1701	1789	1030	1171	1171	1447	1416	1108
"mRNA_3714"	2640	2741	3552	4735	3793	3317	4654	4597	5808	2318	3344	3446	3691	4446	1945
"mRNA_3715"	165	141	193	195	239	145	221	291	294	249	214	228	259	204	190
"mRNA_3716"	262	253	274	443	509	345	463	545	605	343	425	389	424	411	264
"mRNA_3717"	616	513	546	1009	1137	1135	591	692	812	568	598	559	694	676	661
"mRNA_3718"	736	1099	1059	330	384	223	1645	1856	2036	635	809	771	2409	2248	1441
"mRNA_3719"	35058	23539	36410	45349	29313	30115	19331	18747	22579	23557	27292	30153	9943	13735	5970
"mRNA_3720"	677	765	659	221	249	198	508	567	560	337	353	289	731	612	659
"mRNA_3721"	620	641	832	1499	1168	1369	505	506	703	712	859	909	663	673	686
"mRNA_3722"	1393	1525	1135	1301	4952	3505	559	835	961	2081	2035	1827	3948	3488	667
"mRNA_3723"	4201	3336	3818	4512	14070	9668	3043	3935	4095	5299	5570	4671	12939	10408	3724
"mRNA_3724"	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"mRNA_3725"	1688	1529	1404	972	907	751	821	735	878	817	880	724	483	430	395
"mRNA_3726"	1589	1091	1469	804	788	590	768	689	774	887	792	736	683	491	682
"mRNA_3727"	216	245	285	403	385	263	741	852	1300	413	546	459	479	402	567
"mRNA_3728"	2975	4562	3766	7836	6174	4544	6848	9503	10002	5391	6511	6232	4943	5115	3989
"mRNA_3729"	394	419	483	907	1065	1042	587	609	807	563	648	722	801	907	274
"mRNA_3730"	24	29	46	41	66	53	15	29	27	15	17	11	70	83	40
"mRNA_3731"	1529	1858	2481	4736	5197	4264	3320	4028	4928	3679	5090	5691	3371	4078	1096
"mRNA_3732"	163	170	227	2825	2387	2650	239	567	835	722	882	904	969	1419	48
"mRNA_3733"	71	88	168	139	101	139	295	285	570	122	165	201	340	306	383
"mRNA_3734"	129	134	108	69	65	46	36	58	65	80	66	60	82	62	49
"mRNA_3735"	151	134	136	158	209	178	99	115	157	353	348	276	131	152	146
"mRNA_3736"	374	676	430	227	153	91	517	558	680	353	450	302	708	540	524
"mRNA_3737"	1594	1780	1609	2098	1473	1172	1457	1756	1881	1691	1793	1563	1919	1571	1144
"mRNA_3738"	9923	6198	9833	10410	8622	7291	7997	9298	9125	8251	8331	7904	8797	8586	5695
"mRNA_3739"	97	65	89	134	91	81	140	173	180	84	87	95	91	96	51
"mRNA_3740"	38	45	115	100	112	92	176	130	288	79	84	157	88	119	61
"mRNA_3741"	753	899	1289	2011	1845	1961	2148	2243	3748	1615	2223	2520	1533	1764	1071
"mRNA_3742"	17	17	17	65	61	52	34	44	88	36	36	50	24	39	36
"mRNA_3743"	271	235	302	562	462	503	466	392	524	369	343	310	443	412	371
"mRNA_3744"	1370	1840	2271	4476	3049	3183	2792	2893	5153	1926	2380	2463	2799	2887	1909
"mRNA_3745"	2418	2793	2009	2934	2378	2094	1448	1683	1667	2037	2109	1568	1557	1284	945
"mRNA_3746"	160	181	182	720	568	541	151	211	311	143	144	192	153	140	78
"mRNA_3747"	30	30	33	155	94	124	24	30	49	54	47	38	34	27	22
"mRNA_3748"	15670	12672	16073	9737	7295	6361	14099	12567	14878	7349	7657	8300	7225	7514	6801
"mRNA_3749"	1452	1004	1538	1825	1655	1266	1237	1199	1481	1454	1784	1507	1719	1580	1208
"mRNA_3750"	1061	952	1069	1933	1798	1453	1396	1644	1544	915	1239	1099	1744	1515	1133
"mRNA_3751"	310	460	425	1894	2497	2504	897	1101	1929	823	989	869	1360	1248	813
"mRNA_3752"	875	1112	1074	900	1172	938	1070	941	1159	994	1032	1006	1937	1462	1530
"mRNA_3753"	1199	1349	1721	2827	3029	3352	2218	2128	3079	1762	1945	2180	2253	2982	1204
"mRNA_3754"	1094	1214	1240	4739	7243	5688	1346	1596	2163	2099	2298	2417	917	1585	381
"mRNA_3755"	607	596	645	700	634	557	561	520	552	460	513	466	597	524	481
"mRNA_3756"	251	350	169	245	238	229	250	346	471	265	268	200	467	256	297
"mRNA_3757"	23	17	17	70	33	42	14	22	67	91	73	90	23	19	27
"mRNA_3758"	3725	3784	4639	2820	2930	1996	3563	3195	4730	3029	3688	4127	1351	1628	1546
"mRNA_3759"	16	28	32	259	788	655	43	85	129	225	311	306	313	300	34
"mRNA_3760"	7	8	14	126	377	278	25	26	51	80	98	111	73	122	5
"mRNA_3761"	2178	2159	2650	2423	1764	1318	2522	3253	3580	2206	3067	2760	3728	3460	2277
"mRNA_3762"	1	1	3	28	24	22	4	7	7	20	8	9	16	11	7
"mRNA_3763"	162	229	265	1049	1276	1183	394	460	772	569	682	685	427	477	228
"mRNA_3764"	1134	923	1155	2299	1974	1628	1393	1358	1651	1180	1632	1567	1242	1295	1123
"mRNA_3765"	1583	1429	1214	1650	1439	1156	822	1124	1045	881	991	881	1214	1026	937
"mRNA_3766"	203	222	287	660	447	430	324	310	500	571	660	602	932	832	572
"mRNA_3767"	143	164	163	436	408	374	144	139	242	255	297	322	197	211	176
"mRNA_3768"	55	86	55	106	107	70	113	133	204	175	153	124	99	91	51
"mRNA_3769"	1007	886	984	677	594	468	750	917	1011	611	638	577	811	719	661
"mRNA_3770"	860	673	1210	1647	1484	1259	964	928	1254	946	1227	1371	990	1367	772
"mRNA_3771"	12297	13096	8097	15816	14563	10924	6305	6402	7126	9985	11079	8428	8134	6173	9031
"mRNA_3772"	1369	987	1222	1326	1032	878	816	1035	1066	720	1033	816	983	905	844
"mRNA_3773"	801	784	899	183	156	164	755	727	1303	486	528	420	790	672	858
"mRNA_3774"	3045	2587	2791	1982	1682	1728	1437	1156	1247	1367	1354	1312	964	1062	476
"mRNA_3775"	221	186	207	300	289	229	77	65	83	285	303	267	65	60	27
"mRNA_3776"	309	370	593	725	959	695	468	446	763	668	856	1021	535	561	536
"mRNA_3777"	438	553	454	988	1037	908	535	615	744	692	856	643	1319	1065	469
"mRNA_3778"	142	176	212	557	774	659	238	328	541	419	499	413	395	424	237
"mRNA_3779"	25	21	20	112	314	224	75	94	109	143	169	132	320	210	119
"mRNA_3780"	178	227	240	380	438	309	500	573	910	429	466	425	430	420	353
"mRNA_3781"	946	912	845	1111	1089	953	758	907	1148	701	815	704	1108	923	749
"mRNA_3782"	893	1367	1768	2087	1859	1957	2562	2178	3449	1017	1220	1983	1504	2021	1593
"mRNA_3783"	51	84	58	18	24	10	75	65	51	71	86	59	279	180	827
"mRNA_3784"	569	460	543	508	532	511	415	452	486	242	351	262	448	445	490
"mRNA_3785"	1819	1822	1983	2009	1819	1496	1905	2243	2536	1606	1808	1570	2689	2220	2356
"mRNA_3786"	1045	1129	1207	511	874	824	462	515	746	583	632	639	408	441	791
"mRNA_3787"	2599	2158	2728	1152	964	690	1631	1694	1833	1181	1320	1275	2006	1730	3533
"mRNA_3788"	329	105	266	175	393	516	39	57	111	179	133	122	283	425	218
"mRNA_3789"	587	789	695	1939	724	1024	930	1051	1323	1076	1151	900	2921	2657	804
"mRNA_3790"	1435	1588	2028	3618	2136	2544	2302	2166	3176	1715	2056	2496	2162	2757	1104
"mRNA_3791"	389	385	334	635	1178	713	213	332	338	399	504	405	354	435	37
"mRNA_3792"	1538	1857	2374	5785	3816	4480	2677	2829	5358	2293	2504	2642	2691	2646	2523
"mRNA_3793"	83	121	97	192	214	152	473	627	804	347	376	351	398	313	164
"mRNA_3794"	722	684	608	701	589	438	587	705	664	657	601	580	664	626	538
"mRNA_3795"	21	26	27	156	152	133	23	36	56	53	57	45	53	59	77
"mRNA_3796"	1682	1120	1745	2210	1884	1504	1335	1554	1539	1649	1617	1437	1676	1290	1162
"mRNA_3797"	7	14	8	66	75	58	4	17	14	49	32	38	33	32	14
"mRNA_3798"	490	424	468	856	688	782	361	387	518	611	668	677	349	416	170
"mRNA_3799"	1	4	2	23	30	25	8	10	10	44	44	46	11	8	6
"mRNA_3800"	286	237	318	760	558	575	338	337	531	474	433	466	457	488	459
"mRNA_3801"	770	773	788	1131	928	865	590	683	729	702	870	758	870	779	716
"mRNA_3802"	9805	10521	8642	5443	5626	5060	4986	5298	5236	3747	3907	3811	4007	4435	2949
"mRNA_3803"	164	166	249	505	706	493	443	348	623	460	626	658	577	617	623
"mRNA_3804"	26	30	23	114	83	66	36	40	42	80	68	65	49	34	31
"mRNA_3805"	32	22	51	85	116	85	40	33	53	57	73	63	48	37	23
"mRNA_3806"	16	23	44	587	1323	1440	124	144	498	350	419	645	279	489	30
"mRNA_3807"	115	143	183	401	550	534	282	328	541	284	330	369	543	622	155
"mRNA_3808"	210	182	179	216	235	155	180	223	192	207	210	173	230	162	174
"mRNA_3809"	11	11	10	21	25	21	16	19	20	27	35	36	26	21	21
"mRNA_3810"	1284	1521	1472	2084	1878	1513	1636	1920	2120	1267	1532	1410	2276	1773	1880
"mRNA_3811"	647	780	1004	2952	1855	1864	1327	1414	2384	1637	2106	1806	1419	1557	1043
"mRNA_3812"	14	10	9	82	90	79	3	12	27	68	41	40	34	12	24
"mRNA_3813"	138	184	242	413	389	289	365	382	827	401	508	478	460	411	373
"mRNA_3814"	102	111	242	384	345	286	339	304	957	368	388	569	229	343	397
"mRNA_3815"	83	91	182	206	529	384	541	544	659	711	895	1058	1046	975	602
"mRNA_3816"	1104	1310	1703	2711	1707	2012	2441	2084	4137	860	1275	1449	2678	3710	1904
"mRNA_3817"	24	23	25	238	471	418	40	66	76	116	123	110	119	115	41
"mRNA_3818"	301	161	290	728	654	522	355	404	499	357	392	383	333	342	269
"mRNA_3819"	135	114	164	430	376	312	197	231	360	230	252	226	249	241	202
"mRNA_3820"	972	1154	1595	2437	2278	1759	2814	2538	4145	1701	2344	2563	2792	2794	2299
"mRNA_3821"	120	142	152	873	1431	1462	245	378	613	644	615	605	628	694	156
"mRNA_3822"	30	22	38	346	805	678	59	88	110	235	311	248	306	337	13
"mRNA_3823"	21	41	21	79	61	50	17	34	40	60	55	45	32	41	15
"mRNA_3824"	7	18	14	83	59	45	13	20	27	43	24	33	30	23	11
"mRNA_3825"	44168	41807	37350	45652	44415	36750	22740	28155	25203	21643	25128	22250	19887	20792	7692
"mRNA_3826"	128	139	147	287	403	369	121	153	234	142	177	135	168	221	139
"mRNA_3827"	771	758	1163	663	501	505	502	478	815	473	616	656	453	431	416
"mRNA_3828"	1312	952	1002	177	130	105	387	408	466	97	90	69	1028	650	978
"mRNA_3829"	1073	1473	1719	987	1540	1220	2155	1880	3434	1132	1587	1960	2397	2419	2490
"mRNA_3830"	2	4	3	2	1	1	4	3	3	2	2	0	4	2	2
"mRNA_3831"	27	19	13	48	36	45	57	64	94	24	29	13	29	46	28
"mRNA_3832"	3070	2870	2847	794	491	362	2271	2542	2813	1746	1871	1588	1842	1207	3153
"mRNA_3833"	154	169	146	358	395	286	200	187	292	314	360	311	221	195	206
"mRNA_3834"	30	25	31	112	78	94	41	50	100	71	54	43	32	39	37
"mRNA_3835"	492	423	604	549	563	401	594	748	1030	429	537	504	624	739	375
"mRNA_3836"	130	162	174	1426	1448	1173	382	457	679	1360	1774	1408	462	475	320
"mRNA_3837"	32	44	43	101	120	102	50	86	116	74	54	66	60	76	75
"mRNA_3838"	537	701	1054	1221	1184	1146	2041	1603	3270	625	848	981	1248	1540	1583
"mRNA_3839"	1755	1247	1589	1342	1227	1049	1486	1502	1393	1067	1052	996	1292	1154	1218
"mRNA_3840"	118	136	104	395	321	260	191	234	334	223	241	221	286	205	274
"mRNA_3841"	264	397	348	908	882	756	580	723	956	613	619	552	943	744	956
"mRNA_3842"	1115	1209	950	896	890	656	1021	1104	1223	865	766	692	1077	789	903
"mRNA_3843"	147	195	174	417	372	299	100	144	217	325	300	264	237	201	157
"mRNA_3844"	82	107	133	153	444	295	91	153	136	530	661	489	502	312	164
"mRNA_3845"	1098	1059	1585	3484	3190	3252	1966	1815	2599	1343	1626	1659	2004	1853	1955
"mRNA_3846"	70	110	89	295	223	193	242	288	300	227	397	302	298	196	277
"mRNA_3847"	169	177	215	438	367	405	169	172	403	366	348	325	307	330	333
"mRNA_3848"	3401	3740	4205	3454	2816	2070	4030	4432	4221	2532	3289	3042	6571	5350	6331
"mRNA_3849"	17	18	21	16	5	12	26	21	28	12	8	9	29	18	39
"mRNA_3850"	91	88	117	340	248	290	138	141	248	118	115	122	570	634	152
"mRNA_3851"	146	207	179	386	517	524	214	168	249	233	300	265	255	249	234
"mRNA_3852"	2500	3621	2306	1811	1685	1125	3793	4778	3973	2350	2574	2061	4812	3295	4677
"mRNA_3853"	1	1	2	30	15	17	120	67	97	6	14	7	164	57	1053
"mRNA_3854"	155	239	244	2350	3035	2173	2287	2297	2759	2208	2653	2119	3252	1980	3439
"mRNA_3855"	2	5	9	103	180	115	74	99	141	116	193	163	105	98	133
"mRNA_3856"	7	22	28	254	354	207	358	410	388	310	335	349	632	432	595
"mRNA_3857"	278	252	374	1347	1507	1334	572	606	936	673	776	826	1213	1145	584
"mRNA_3858"	690	711	915	1274	1318	1139	1246	1221	1851	894	992	1197	1075	1044	1140
"mRNA_3859"	14	36	33	172	122	124	38	34	41	104	69	51	57	43	45
"mRNA_3860"	50	57	76	252	217	215	74	81	158	216	177	182	84	105	75
"mRNA_3861"	38	26	44	60	70	34	7	29	44	68	63	48	57	41	40
"mRNA_3862"	42	63	35	123	150	145	55	62	124	77	98	64	128	126	33
"mRNA_3863"	202	147	203	605	803	644	275	406	455	470	467	417	392	456	167
"mRNA_3864"	139	419	321	4151	6671	7276	567	1105	3090	2473	2885	3079	1550	2740	136
"mRNA_3865"	19	23	26	120	324	253	75	115	166	245	258	275	302	266	132
"mRNA_3866"	51	84	71	158	111	112	87	108	172	94	134	108	90	99	63
"mRNA_3867"	108	122	94	177	130	104	141	193	196	168	188	129	177	155	87
"mRNA_3868"	1038	1020	1153	326	637	494	1157	1020	1651	655	685	810	565	775	317
"mRNA_3869"	619	481	609	1063	891	745	557	699	802	569	671	690	552	636	302
"mRNA_3870"	1691	2009	2297	872	1088	1173	3209	3187	6308	1662	1542	1582	4511	4048	4426
"mRNA_3871"	1758	2610	1527	903	795	718	708	839	965	683	834	610	740	628	321
"mRNA_3872"	107	115	114	1534	2896	3035	125	252	502	661	876	838	1117	1752	79
"mRNA_3873"	15	12	2	32	51	32	30	25	38	20	36	24	25	18	1
"mRNA_3874"	88	85	105	174	128	111	495	496	492	210	295	250	692	613	137
"mRNA_3875"	346	394	407	221	156	81	893	953	1067	400	457	433	1005	931	779
"mRNA_3876"	88	115	145	31	32	34	417	389	586	145	153	173	308	301	318
"mRNA_3877"	1605	1657	2663	4538	5062	4045	2841	2763	4666	2819	3731	4162	2991	3297	1754
"mRNA_3878"	228	293	307	276	372	260	400	381	612	586	558	468	755	500	552
"mRNA_3879"	148	177	134	219	274	161	254	262	351	329	315	216	434	313	248
"mRNA_3880"	21	15	18	12334	6867	5507	93	144	168	43	48	33	50	71	57
"mRNA_3881"	0	0	0	40	36	25	0	0	0	0	0	0	0	0	0
"mRNA_3882"	22	23	41	114	128	98	35	63	113	153	156	139	71	54	30
"mRNA_3883"	297	315	428	1285	783	799	386	509	824	306	421	395	298	334	151
"mRNA_3884"	35	22	36	268	177	191	43	68	140	134	102	125	165	132	135
"mRNA_3885"	337	474	283	252	349	282	149	209	242	212	199	197	343	334	297
"mRNA_3886"	863	877	1096	752	793	571	849	825	1023	629	678	795	855	801	1323
"mRNA_3887"	2368	2648	3598	1980	2208	1580	2742	2731	4320	2348	2621	2820	2660	2666	3204
"mRNA_3888"	42	64	27	76	84	80	63	107	133	144	141	115	627	481	117
"mRNA_3889"	321	442	379	586	520	466	321	390	485	354	457	374	476	422	360
"mRNA_3890"	3644	3422	3852	1428	1647	1288	4208	4253	5072	2191	2432	2178	8643	6673	6446
"mRNA_3891"	2743	3104	2890	3211	2963	1970	3292	4033	3706	3116	3442	2707	5949	4217	4832
"mRNA_3892"	1	2	1	5	2	2	6	10	6	13	10	8	1	4	3
"mRNA_3893"	13	38	48	869	2643	2010	118	320	500	1166	1378	1406	1237	1438	63
"mRNA_3894"	211	244	344	322	476	278	465	505	614	666	768	673	1094	825	878
"mRNA_3895"	10	14	5	15	22	4	6	5	4	19	18	15	14	22	19
"mRNA_3896"	7	3	9	119	88	69	13	16	30	55	43	32	13	21	34
"mRNA_3897"	1396	1275	1660	614	912	571	4741	5169	5212	1885	2043	1864	5728	4593	3518
"mRNA_3898"	103	105	124	192	257	198	237	275	269	125	157	121	536	382	351
"mRNA_3899"	11	12	5	22	28	23	36	50	56	13	19	8	84	53	100
"mRNA_3900"	2	7	5	4	4	2	11	9	30	9	2	6	14	1	18
"mRNA_3901"	1347	1695	1612	855	958	498	3534	3901	3877	2428	2660	2380	4316	3094	2697
"mRNA_3902"	2959	2785	3980	1364	1594	1107	4574	4344	5813	2288	2571	2620	4431	4159	4420
"mRNA_3903"	434	430	540	750	831	633	761	811	1071	717	807	812	838	775	466
"mRNA_3904"	76	172	192	2243	678	392	2765	6053	10824	2018	1805	1678	1204	978	708
"mRNA_3905"	1487	1736	2046	1437	2253	1843	1907	1903	2168	999	1410	1639	2871	2879	3133
"mRNA_3906"	282	274	299	721	738	731	137	172	338	464	487	423	208	326	80
"mRNA_3907"	23	15	22	97	67	83	7	15	18	71	73	37	46	31	11
"mRNA_3908"	1508	2511	2040	55	86	57	2620	2332	2439	472	470	554	1522	986	2019
"mRNA_3909"	9	27	20	338	373	326	36	103	126	310	337	274	215	172	10
"mRNA_3910"	422	596	949	1166	1094	1048	1040	880	1835	553	651	1025	542	774	650
"mRNA_3911"	1962	1904	2051	2372	2020	1607	2058	2231	2291	1476	1883	1642	2006	1793	1569
"mRNA_3912"	190	248	348	976	952	910	299	304	614	384	531	579	243	325	309
"mRNA_3913"	669	646	505	961	739	808	349	459	505	666	713	541	552	434	389
"mRNA_3914"	288	322	357	730	984	816	505	520	1080	549	641	743	443	584	362
"mRNA_3915"	140	170	123	258	298	196	206	205	297	235	278	233	154	213	185
"mRNA_3916"	1150	1867	1247	1060	1002	674	1495	1794	1722	1170	1205	943	2308	1656	1360
"mRNA_3917"	296	433	247	91	87	91	230	232	247	142	150	97	530	328	403
"mRNA_3918"	7391	11746	9394	104	88	80	6910	5977	5758	557	868	707	4165	3537	12037
